round,case_id,complexity,tier,tier_name,status,precision_diagnostica,apego_guias,completitud,utilidad_clinica,composite,errores_graves,alucinaciones
v2,7,simple,gptoss_ft,gpt-oss-20b-onco (fine-tuned),success,2,1,1,2,1.45,"['No menciona prostatectomía radical como opción de tratamiento estándar', ""Interpreta incorrectamente 2/12 cilindros positivos como 'enfermedad multifocal'"", 'No clasifica correctamente como riesgo intermedio favorable', 'Omite vigilancia activa como opción válida en este grupo de riesgo']","['Afirma que 2/12 cilindros positivos es compatible con enfermedad multifocal', ""Sugiere 'seguimiento activo' como alternativa a tratamiento sin explicar que es vigilancia activa protocolizada""]"
v2,7,simple,minimax,MiniMax-M1-80K + RAG,success,3,2,2,2,2.25,"['No reconoce el caso como riesgo intermedio favorable', 'Descarta incorrectamente la vigilancia activa como opción viable', 'No menciona ADT corta con radioterapia']","[""Cita 'CMCM 2025 Consenso Cancer Mama Mexico' que es irrelevante para cáncer de próstata""]"
v2,7,simple,sonnet,Sonnet 4 + RAG,success,4,3,3,2,3.05,['Error en la clasificación del PSA: indica que PSA intermedio es 10-20 ng/mL cuando este paciente con PSA 8.5 debe clasificarse como intermedio favorable'],[]
v2,8,moderado,llama8b_rag,llama8b base + RAG,success,3,1,1,1,1.5,"['No menciona quimioradioterapia concurrente con cisplatino como tratamiento estándar', 'Sugiere radioterapia seguida de quimioterapia en lugar de tratamiento concurrente', 'No menciona que la cirugía está contraindicada en estadio IIIC1', 'Omite completamente pembrolizumab (nuevo estándar según KEYNOTE-A18)']","['Cita una tasa de incidencia de 14.7 casos por 100,000 mujeres en México sin fuente verificable', 'Referencias a ESMO 2024, NCCN 2024 y CMCM 2025 que no existen o no son verificables', ""Descripción incorrecta del estadio IIIC1 como 'tumor de 4-5 cm'""]"
v2,8,moderado,llama8b_ft,llama8b-onco (fine-tuned),success,0,0,0,0,0.0,"['Estadificación incorrecta como IIIB en lugar de IIIC1', 'Recomendar cirugía primaria en enfermedad localmente avanzada (contraindicación absoluta)', 'No identificar que requiere quimioradioterapia concurrente como tratamiento estándar', 'Ignorar completamente el manejo establecido por guías internacionales']","['Guía CMCM 2025 (no existe)', ""Estadificación FIGO IIIB como 'criterio de referencia para el algoritmo'"", ""Afirmar que PET-CT 'justifica el abordaje quirúrgico'""]"
v2,8,moderado,gptoss_rag,gpt-oss-20b base + RAG,success,0,0,0,0,0.0,"['Falla total en proporcionar una respuesta clínica al caso presentado', 'No identifica el diagnóstico de cáncer cervicouterino estadio IIIC1', 'No recomienda el tratamiento estándar de quimioradioterapia concurrente']","[""El texto sugiere 'radical hysterectomy' en el análisis interno, lo cual sería incorrecto para un estadio IIIC1 (localmente avanzado)""]"
v2,8,moderado,gptoss_ft,gpt-oss-20b-onco (fine-tuned),success,4,1,1,1,1.75,"['Proponer cirugía como alternativa en estadio IIIC1 cuando está contraindicada', 'No mencionar braquiterapia como componente esencial del tratamiento', 'No especificar cisplatino semanal como quimioterapia estándar', 'Omitir pembrolizumab según KEYNOTE-A18']","[""Referencia a 'CMCM 2025' que no aparece en las guías proporcionadas"", 'Sugerir que la cirugía es una alternativa válida en estadio IIIC1']"
v2,8,moderado,minimax,MiniMax-M1-80K + RAG,success,4,2,2,3,2.7,"['No menciona pembrolizumab como parte del tratamiento estándar actual', 'No evalúa función renal antes de cisplatino en contexto de posible hidronefrosis', 'No enfatiza que la cirugía radical NO está indicada en estadio IIIC1']","[""Cita 'CMCM 2025' (Centro Médico Nacional Siglo XXI) que no existe como guía publicada"", 'Menciona preservación de fertilidad en una paciente de 50 años con enfermedad localmente avanzada, lo cual es inapropiado']"
v2,8,moderado,sonnet,Sonnet 4 + RAG,success,5,3,2,3,3.25,"['No menciona pembrolizumab concurrente y adyuvante que es ahora estándar de tratamiento según KEYNOTE-A18', 'No especifica dosis ni esquema de cisplatino semanal', 'No evalúa función renal pre-tratamiento en paciente con alto riesgo de hidronefrosis']",[]
v2,9,moderado,llama8b_rag,llama8b base + RAG,success,2,1,1,1,1.25,"['No incluir pembrolizumab en paciente HER2+ con CPS ≥1 (omite el estándar actual KEYNOTE-811)', ""Clasificar HER2 3+ como expresión 'moderada' cuando es expresión alta"", 'Citar estudios de tratamiento adyuvante (CLASSIC) para enfermedad metastásica', 'No reconocer la enfermedad como metastásica/estadio IV']","['El adenocarcinoma intestinal representa el 10-15% de los casos en Occidente (cifra incorrecta)', 'Citas a guías ESMO 2024 y NCCN 2024 con contenido que no corresponde', 'Pertuzumab no está aprobado en primera línea de cáncer gástrico metastásico']"
v2,9,moderado,llama8b_ft,llama8b-onco (fine-tuned),success,1,1,0,0,0.55,"['No identifica el tratamiento específico para adenocarcinoma gástrico HER2+', 'No menciona trastuzumab como terapia dirigida obligatoria en HER2 3+', 'No reconoce la importancia de combinar anti-HER2 + QT + anti-PD-1 según KEYNOTE-811', 'Inventa criterios de tratamiento que no existen en las guías (edad ≥50 años)']","['Criterio de edad ≥50 años para iniciar tratamiento sistémico', 'Lista de criterios para tratamiento que no corresponden a las guías NCCN reales']"
v2,9,moderado,gptoss_rag,gpt-oss-20b base + RAG,success,0,0,0,0,0.0,"['Confusión completa sobre PD-L1 (lo confunde repetidamente con invasión de serosa)', 'No identifica correctamente que es enfermedad metastásica (estadio IV) no estadio III', 'Sugiere cirugía para enfermedad metastásica hepática sin contexto apropiado', 'No reconoce el paradigma actual de tratamiento para HER2+ metastásico']","['PD-L1 asociado con invasión de serosa (repetido múltiples veces sin sentido)', ""Menciones repetitivas de 'cirugía más terapia adyuvante' para metástasis hepáticas sin contexto""]"
v2,9,moderado,gptoss_ft,gpt-oss-20b-onco (fine-tuned),success,3,1,1,1,1.5,"['Recomendar trastuzumab deruxtecan (T-DXd) como primera línea cuando es tratamiento de segunda línea', 'No incluir pembrolizumab en el esquema a pesar de PD-L1 CPS 8', 'No mencionar el esquema triplete estándar actual basado en KEYNOTE-811']","['Ensayo aleatorizado fase III (NCCN 2024) - NCCN es una guía, no un ensayo clínico', 'Estudio de fase II de Herce et al. (2021) - este estudio no existe en la literatura', ""Uso de 'trastuzumab deruxtecanib' - el nombre correcto es 'trastuzumab deruxtecan'""]"
v2,9,moderado,minimax,MiniMax-M1-80K + RAG,success,3,2,2,3,2.45,"['Omisión de pembrolizumab en el tratamiento de primera línea para HER2+ con CPS ≥1', 'No menciona la necesidad de ecocardiograma basal y seguimiento cardíaco con trastuzumab', 'Intervalo de TAC de seguimiento más largo que lo recomendado (6-8 vs 2-3 meses)']","[""Referencia a 'CMCM 2025' que no parece ser una guía real reconocida"", ""Afirmación de que 'las guías actuales no establecen recomendación clara para inmunoterapia en HER2+' cuando KEYNOTE-811 ya estableció el nuevo estándar""]"
v2,9,moderado,sonnet,Sonnet 4 + RAG,success,5,3,4,4,3.95,[],"['FOLFOX/CAPOX + Trastuzumab + Pertuzumab como opción alternativa - el pertuzumab no está aprobado en primera línea de cáncer gástrico', 'Biopsia líquida para monitoreo molecular - no es práctica estándar rutinaria en cáncer gástrico metastásico']"
v2,10,simple,llama8b_rag,llama8b base + RAG,success,4,2,1,1,2.05,"['No menciona el enfoque PET-adapted que es estándar actual', 'No especifica el número de ciclos de ABVD (2 ciclos)', 'No menciona la dosis de radioterapia (20 Gy ISRT)', 'Omite completamente la preservación de fertilidad en mujer joven']","[""Menciona 'clasificación de Estanley' que no existe (probablemente quiso decir Ann Arbor)"", 'Las citas de ESMO y NCCN presentadas no son reales ni verificables']"
v2,10,simple,llama8b_ft,llama8b-onco (fine-tuned),success,3,2,1,1,1.8,"[""No proporciona el tratamiento específico a pesar de que la pregunta solicita explícitamente el 'tratamiento estándar'"", 'No menciona ABVD que es el esquema de primera línea', 'No menciona la estrategia PET-adaptada que es estándar en enfermedad temprana favorable']","[""Afirma que 'la linfoma de Hodgkin clásico nodular es una indicación para tratamiento estándar' - esta frase es confusa y no refleja adecuadamente la terminología de las guías""]"
v2,10,simple,gptoss_rag,gpt-oss-20b base + RAG,success,0,0,0,0,0.0,"['Incapacidad total para proporcionar una respuesta clínica coherente', 'Error en la composición del régimen ABVD (menciona erróneamente etoposido y prednisona en lugar de dacarbazina)', 'Falla catastrófica del sistema al entrar en bucle infinito']","['ABVD incluye etoposido y prednisona (ABVD = Adriamicina/doxorrubicina, Bleomicina, Vinblastina, Dacarbazina)']"
v2,10,simple,gptoss_ft,gpt-oss-20b-onco (fine-tuned),success,4,1,1,2,1.95,"['Recomienda quimioterapia sola cuando el estándar es modalidad combinada (QT + RT)', 'Sugiere BEACOP como opción de primera línea en enfermedad favorable', 'Omite completamente la radioterapia de campo involucrado', 'No menciona el enfoque PET-adaptado que es estándar actual']","['BEACOP (escrito incorrectamente, debe ser BEACOPP) como primera línea en enfermedad favorable', 'Tamaño de lesión <5 cm como criterio (el criterio es <10 cm para bulky)']"
v2,10,simple,minimax,MiniMax-M1-80K + RAG,success,5,2,3,2,3.0,"['Recomienda 4 ciclos de ABVD sin estrategia PET-adaptada', 'No especifica radioterapia de campo involucrado (ISRT) 20 Gy como estándar', 'No menciona evaluación con PET-2 después de 2 ciclos para guiar tratamiento']","['Afirma que la radioterapia puede no ser necesaria cuando el estándar actual incluye ISRT 20 Gy', 'Cita CMCM 2025 como guía hipotética sin relevancia real']"
v2,10,simple,sonnet,Sonnet 4 + RAG,success,5,2,3,3,3.2,"['No menciona PET-2 interino como estándar para guiar tratamiento', 'Rango de RT 20-30 Gy es impreciso (estándar actual es 20 Gy)', 'Omite manejo si PET-2 positivo (escalamiento a BEACOPP)']","['VSG <30 mm/h con síntomas B como criterio favorable (el paciente no tiene síntomas B)', '4 ciclos de ABVD solo como alternativa estándar (no es la recomendación actual para estadio IIA)']"
v2,11,complejo,llama8b_rag,llama8b base + RAG,success,2,1,1,1,1.25,"['Recomienda inhibidores BRAF/MEK como primera línea en lugar de inmunoterapia combinada', 'Confunde inmunoterapia (pembrolizumab/nivolumab) con quimioterapia', 'No distingue entre radiocirugía estereotáctica y radioterapia holocraneal', 'Interpreta incorrectamente el ganglio centinela positivo como indicador de estadio temprano']","[""Cita 'Consenso de Cancer Mama México' para melanoma metastásico"", 'Niveles de evidencia I y II no corresponden a las recomendaciones actuales', ""Sugiere que el ganglio centinela positivo indica 'estadio más temprano'""]"
v2,11,complejo,llama8b_ft,llama8b-onco (fine-tuned),success,1,2,1,0,1.1,"['No propone un plan terapéutico específico para un paciente con melanoma metastásico', 'No reconoce la urgencia del manejo de las metástasis cerebrales sintomáticas', 'No identifica que BRAF V600E positivo abre opciones de terapia dirigida', 'No menciona la necesidad de radiocirugía para las metástasis cerebrales']",[]
v2,11,complejo,gptoss_rag,gpt-oss-20b base + RAG,success,1,0,0,0,0.25,"['Clasificación incorrecta como estadio III cuando el paciente tiene metástasis múltiples (estadio IV)', 'No identifica correctamente el estadio IV M1d con metástasis cerebrales', 'Respuesta severamente corrompida con repeticiones sin sentido que la hacen ilegible']","[""Menciona que el melanoma cutáneo es 'la tumoral más frecuente en adultos' lo cual es incorrecto"", 'Referencias a guías de 2024 cuando las guías proporcionadas son de 2025-2026']"
v2,11,complejo,gptoss_ft,gpt-oss-20b-onco (fine-tuned),success,2,1,1,1,1.25,"['No recomienda nivolumab + ipilimumab como primera línea para metástasis cerebrales', 'No menciona radiocirugía estereotáctica para las lesiones cerebrales', 'No prioriza entre opciones sistémicas', 'Omite el manejo urgente de síntomas neurológicos']","[""Menciona 'encorafenib + binimetinib' sin contexto específico para metástasis cerebrales""]"
v2,11,complejo,minimax,MiniMax-M1-80K + RAG,success,3,2,2,2,2.25,"['Omisión de nivolumab + ipilimumab como primera opción para metástasis cerebrales en melanoma', 'Sugerencia de WBRT cuando está contraindicada por el deterioro neurocognitivo', 'No menciona el manejo cauteloso de corticoesteroides con inmunoterapia']","[""Cita 'Consenso Cancer Mama Mexico 2025' para melanoma metastásico"", 'Sugiere pembrolizumab en monoterapia como alternativa equivalente sin mencionar la superioridad de la combinación']"
v2,11,complejo,sonnet,Sonnet 4 + RAG,success,2,2,3,3,2.45,"['Estadificación incorrecta como M1c en lugar de M1d', 'Recomienda terapia dirigida BRAF/MEK como primera línea en lugar de inmunoterapia combinada para metástasis cerebrales', 'No considera que corticosteroides a dosis altas interfieren con inmunoterapia']",['Anticonvulsivantes profilácticos no están rutinariamente indicados solo por localización frontal según guías actuales']
v2,12,complejo,llama8b_rag,llama8b base + RAG,success,2,1,1,1,1.25,"['Recomienda quimioterapia intraperitoneal (QIP) como primera línea con PCI 18, cuando está contraindicada por enfermedad extensa', 'Omite completamente la quimioterapia neoadyuvante que es el estándar para PCI alto', 'No menciona el mantenimiento con olaparib que es mandatorio en BRCA1+ (SOLO-1)', 'No especifica el esquema de quimioterapia estándar carboplatino-paclitaxel']","['Las guías NCCN 2024 y ESMO 2022 NO recomiendan QIP como primera línea en PCI ≥18', 'El CMCM 2025 citado no existe en las referencias proporcionadas para cáncer de ovario', 'Las referencias PubMed listadas son genéricas y no corresponden a citas reales verificables']"
v2,12,complejo,llama8b_ft,llama8b-onco (fine-tuned),success,1,1,0,0,0.55,"['Confunde cirugía profiláctica de reducción de riesgo con tratamiento de cáncer establecido', 'No reconoce indicación de quimioterapia neoadyuvante en PCI 18', 'Omite completamente el tratamiento con inhibidores PARP en paciente BRCA+', 'No identifica el diagnóstico de carcinoma seroso de alto grado estadio IIIC']","['Recomienda cirugía de reducción de riesgo para un cáncer ya establecido', 'Cita incorrectamente nivel de evidencia 2B para una indicación no aplicable']"
v2,12,complejo,gptoss_rag,gpt-oss-20b base + RAG,success,0,0,0,0,0.0,"['Confunde carcinoma de ovario con neoplasia apendicular', 'No identifica la importancia de BRCA1 mutado para el tratamiento', 'No recomienda quimioterapia neoadyuvante a pesar de PCI alto (18)', 'No menciona inhibidores PARP para mantenimiento en BRCA mutado', 'Cita repetitivamente guías incorrectas de cáncer apendicular']","['Referencias repetitivas a apendicectomía en un caso de cáncer de ovario', 'Aplicación de guías de cáncer apendicular a un caso claramente ovárico']"
v2,12,complejo,gptoss_ft,gpt-oss-20b-onco (fine-tuned),success,2,1,1,1,1.25,"['No identifica la importancia de BRCA1 mutado para tratamiento de mantenimiento con inhibidor PARP', ""Uso incorrecto del término 'cirugía de rescate' en lugar de 'cirugía de intervalo'"", 'No menciona el esquema estándar carboplatino + paclitaxel', 'Omite completamente el mantenimiento con olaparib que es estándar en BRCA mutado']","['Niveles de evidencia 2A y grados de recomendación A no verificables en el contexto presentado', ""Concepto de 'cirugía de rescate' no aplicable en este escenario clínico""]"
v2,12,complejo,minimax,MiniMax-M1-80K + RAG,success,3,2,2,2,2.25,"['Recomienda cirugía primaria con PCI 18 sin considerar quimioterapia neoadyuvante', 'No especifica el esquema de 3+3 ciclos con cirugía de intervalo', 'Omite la duración de 2 años para mantenimiento con inhibidor PARP']",['Cita el Consenso Mexicano de Cáncer de Mama 2025 para un caso de cáncer de ovario']
v2,12,complejo,sonnet,Sonnet 4 + RAG,success,4,2,3,3,2.95,"['Confunde guías de cáncer endometrial con cáncer de ovario al citar IMSS 478GER', 'No especifica la duración del mantenimiento con olaparib (2 años según SOLO-1)', 'Omite la importancia de la consejería genética familiar por mutación BRCA1 germinal']",['Cita incorrectamente IMSS 478GER como guía de tratamiento adyuvante relevante para este caso de ovario']
v2,13,simple,llama8b_rag,llama8b base + RAG,success,3,1,1,1,1.5,"[""Sugerir 'biopsia más amplia' cuando ya tiene diagnóstico definitivo Bethesda VI (carcinoma papilar confirmado)"", 'No recomendar tiroidectomía total para tumor >1cm con diagnóstico de malignidad', 'No mencionar evaluación/tratamiento con yodo radioactivo postquirúrgico', 'Omitir la supresión de TSH con levotiroxina como parte del tratamiento estándar']","[""Cita 'CMCM 2025' que no existe"", 'Referencias genéricas a NCCN 2024 y ESMO sin especificar guías de cáncer tiroideo', ""Afirma que 'no se encontraron referencias PubMed' cuando existen múltiples publicaciones sobre el tema""]"
v2,13,simple,llama8b_ft,llama8b-onco (fine-tuned),success,1,1,0,0,0.55,"['No reconoce el diagnóstico confirmado de carcinoma papilar', 'No recomienda tiroidectomía total para nódulo >2cm con Bethesda VI', 'No menciona evaluación ganglionar ni estadificación', 'Omite todo el manejo estándar del carcinoma tiroideo']","[""Cita una guía 'CMCM 2025' que no existe en las referencias proporcionadas""]"
v2,13,simple,gptoss_rag,gpt-oss-20b base + RAG,success,4,2,2,2,2.5,"['Interpretación incorrecta de las guías IMSS sobre el tamaño tumoral para hemitiroidectomía', 'Dosis de RAI incorrecta (30 mCi) cuando el rango estándar es 30-100 mCi', 'Umbral de tiroglobulina para reevaluación demasiado alto (>100 ng/mL)', 'No menciona la necesidad de mapeo ganglionar central intraoperatorio', 'Omite la supresión de TSH con levotiroxina postoperatoria']","['Cita textual inventada de NCCN 2024 que no aparece en las guías proporcionadas', ""Esquema de '3 dosis de 30 mCi cada 3 semanas' no es un protocolo estándar"", 'Suplemento de yodo postoperatorio no está indicado en pacientes con tiroidectomía total']"
v2,13,simple,gptoss_ft,gpt-oss-20b-onco (fine-tuned),success,2,1,1,1,1.25,"['Sugiere repetir biopsia guiada por US cuando Bethesda VI ya es diagnóstico definitivo de malignidad', 'No reconoce que Bethesda VI confirma carcinoma papilar de tiroides', 'No especifica tiroidectomía total como tratamiento estándar para tumores >1cm']","[""Menciona 'cirugía de alta complejidad (High Complexity Surgery)' que no es terminología estándar en guías de cáncer tiroideo""]"
v2,13,simple,minimax,MiniMax-M1-80K + RAG,success,4,3,2,3,3.0,"['No menciona el mapeo ganglionar central profiláctico que es estándar en carcinoma papilar', 'No especifica la estratificación de riesgo ATA que determina el uso de RAI y el nivel de supresión de TSH']",['CMCM 2025 (Current Medical Diagnosis & Treatment) no es una guía oncológica específica para cáncer de tiroides']
v2,13,simple,sonnet,Sonnet 4 + RAG,success,4,3,2,3,3.0,"['No menciona el mapeo ganglionar central (nivel VI) que debe realizarse de rutina en carcinoma papilar', 'No discute la supresión de TSH con levotiroxina post-tiroidectomía']","[""Menciona 'Guías británicas para el manejo del cáncer tiroideo, 2007' que no aparecen en las guías proporcionadas como fuente válida""]"
v2,14,moderado,llama8b_rag,llama8b base + RAG,success,4,2,2,3,2.7,"['No recomienda TKI de 2da generación como primera opción en Sokal intermedio', 'No menciona los milestones de respuesta molecular críticos para evaluar eficacia del tratamiento']","[""Cita 'NCCN 2024' y 'ESMO' sin proporcionar detalles específicos de estas guías"", 'Las referencias PubMed citadas no corresponden a las guías actuales mencionadas']"
v2,14,moderado,llama8b_ft,llama8b-onco (fine-tuned),success,0,1,0,0,0.3,"['No identifica el diagnóstico de Leucemia Mieloide Crónica', 'No menciona los inhibidores de tirosina quinasa como tratamiento de primera línea', 'Inventa criterios de tratamiento que no existen en las guías', 'No reconoce la importancia del Philadelphia positivo y BCR-ABL']","['Criterio de esplenomegalia + mielocitosis + trombocitosis como indicación de tratamiento', 'Criterio de edad ≥40 años combinado con los anteriores', 'Estos criterios no existen en las guías NCCN de LMC']"
v2,14,moderado,gptoss_rag,gpt-oss-20b base + RAG,success,0,0,1,0,0.25,"['Diagnóstico erróneo de MDS en lugar de LMC', 'Tratamiento incorrecto con gemcitabina que no tiene indicación en LMC', 'No identifica correctamente el cromosoma Philadelphia como marcador de LMC', 'No menciona monitoreo molecular con PCR BCR-ABL que es fundamental', 'Omite completamente los hitos de respuesta molecular de LMC']","['MDS con t(9;22) Philadelphia-positivo (esto es LMC, no MDS)', 'Combinación imatinib + gemcitabina como estándar de primera línea', 'Cita ensayos CALGB y MRC para esta combinación inexistente', 'Supervivencia global de 70% a 5 años con TKI + gemcitabina', 'Pegfilgrastim como alternativa a gemcitabina en LMC', 'Esquema de 3 semanas de gemcitabina en LMC']"
v2,14,moderado,gptoss_ft,gpt-oss-20b-onco (fine-tuned),success,3,2,1,2,2.0,"['No especifica que imatinib 400mg sigue siendo una opción válida de primera línea según guías actuales', 'No menciona los milestones críticos de respuesta molecular que determinan el éxito del tratamiento']","[""La afirmación de que las guías NCCN 2024 'recomiendan' TKI de segunda generación como primera línea es imprecisa - las guías los consideran pero no los requieren obligatoriamente sobre imatinib""]"
v2,14,moderado,minimax,MiniMax-M1-80K + RAG,success,5,2,2,3,2.95,"['Define respuesta óptima a 12 meses como BCR-ABL <1% IS cuando debe ser ≤0.1% IS (MMR)', 'No menciona imatinib como opción válida de primera línea', 'No especifica los milestones de 3 meses (≤10% IS)']","[""Cita 'CMCM 2025' que no existe en las guías proporcionadas"", 'Las citas a NCCN 2024 y ESMO son genéricas sin referencias específicas verificables']"
v2,14,moderado,sonnet,Sonnet 4 + RAG,success,5,2,3,4,3.4,[],"['Incidencia de 1-2 casos por 100,000 habitantes/año', 'Mediana de edad al diagnóstico 64 años', 'LMC representa 15% de leucemias en adultos']"
v2,15,complejo,llama8b_rag,llama8b base + RAG,success,1,1,1,0,0.8,"['Recomendar cirugía de entrada en adenocarcinoma borderline resecable sin neoadyuvancia', 'No identificar correctamente el tumor como borderline resecable según criterios NCCN', 'Omitir completamente la quimioterapia neoadyuvante (FOLFIRINOX o gemcitabina/nab-paclitaxel)', 'No mencionar la necesidad de re-estadificación post-neoadyuvancia']","['SEOM como guía para adenocarcinoma de páncreas (no existe)', 'CMCM 2025 como consenso mexicano para páncreas (es para cáncer de mama)', 'Referencias PubMed inventadas con DOIs falsos', 'Clasificación incorrecta como T3 sin justificación adecuada']"
v2,15,complejo,llama8b_ft,llama8b-onco (fine-tuned),success,0,0,0,0,0.0,"['Citar guía de cáncer de mama (CMCM 2025) para un caso de cáncer de páncreas', 'No identificar el tumor como borderline resecable', 'No proponer tratamiento neoadyuvante en tumor borderline', 'No mencionar ningún esquema de quimioterapia específico']","['La guía CMCM 2025 no aplica para adenocarcinoma de páncreas', ""Afirmar que la biopsia por EUS es 'pilar diagnóstico-terapéutico' cuando solo es diagnóstica""]"
v2,15,complejo,gptoss_rag,gpt-oss-20b base + RAG,success,0,0,0,0,0.0,"['Clasificación incorrecta como enfermedad resecable cuando es borderline resecable', 'No reconocer criterios de contacto vascular >180° con VMS', 'Omitir completamente la necesidad de terapia neoadyuvante', 'Proponer cirugía de entrada en tumor borderline resecable']","['Clasificación como estadio IIA sin considerar el contacto vascular', 'Texto repetitivo incoherente sobre FOLFIRINOX + gemcitabina + capecitabina']"
v2,15,complejo,gptoss_ft,gpt-oss-20b-onco (fine-tuned),success,1,0,0,0,0.25,"['Clasificación incorrecta como resecable cuando es borderline resecable', 'Indicación de cirugía directa sin neoadyuvancia en tumor borderline', 'No identificar la necesidad obligatoria de quimioterapia neoadyuvante', 'Omisión completa del manejo multimodal estándar']",['Afirma que cumple criterios de resecabilidad directa cuando claramente es borderline resecable por contacto VMS >180°']
v2,15,complejo,minimax,MiniMax-M1-80K + RAG,success,3,3,2,2,2.55,"['No clasifica explícitamente como tumor borderline resecable pese a tener los criterios', 'No menciona la necesidad de soporte nutricional en un paciente con pérdida de 10 kg']","[""Cita un 'Consenso Mexicano sobre el Cáncer de Páncreas 2025' que no existe en las guías proporcionadas""]"
v2,15,complejo,sonnet,Sonnet 4 + RAG,success,4,3,3,3,3.25,[],['Menciona TAC cada 8-12 semanas durante neoadyuvancia cuando típicamente se hace cada 2 ciclos (6-8 semanas)']
v2b,1,simple,llama8b_rag,llama8b base + RAG,success,4,1,1,1,1.75,"['Recomienda cirugía primaria en lugar de quimioterapia neoadyuvante para HER2+ estadio IIA', 'No menciona doble bloqueo anti-HER2 (trastuzumab + pertuzumab)', 'No considera evaluación de respuesta patológica completa ni T-DM1 adyuvante']","[""Citas falsas: 'NCCN 2024, p. 123' y 'ESMO 2022, p. 123'"", 'Afirma que CMCM 2025 recomienda cirugía primaria para HER2+ estadio IIA, lo cual no está respaldado en los extractos proporcionados']"
v2b,1,simple,llama8b_ft,llama8b-onco (fine-tuned),success,3,1,1,0,1.3,"['Recomendar tamoxifeno para un tumor RE/RP negativo (contraindicado)', 'No mencionar quimioterapia neoadyuvante como tratamiento estándar', 'No incluir pertuzumab en el esquema de tratamiento HER2+', 'Sugerir radioterapia como tratamiento primario sin contexto quirúrgico apropiado']","['Tamoxifeno para tumores RE/RP negativos no está respaldado por ninguna guía', 'La secuencia de tratamiento propuesta no corresponde a ningún protocolo establecido']"
v2b,1,simple,gptoss_rag,gpt-oss-20b base + RAG,success,1,0,0,0,0.25,"['Omite completamente la terapia neoadyuvante estándar para HER2+ estadio IIA', 'No menciona pertuzumab, que es parte esencial del tratamiento', 'Sugiere cirugía primaria cuando está indicada neoadyuvancia', 'No menciona evaluación de respuesta patológica completa (pCR)', 'Omite T-DM1 para enfermedad residual']","[""Bucle repetitivo sobre 'adjuvant trastuzumab for 1 year' sin contexto apropiado"", ""Confusión sobre guías que mencionan 'high risk' cuando todas las guías actuales recomiendan anti-HER2 para todos los tumores HER2+ >1cm""]"
v2b,1,simple,gptoss_ft,gpt-oss-20b-onco (fine-tuned),success,0,1,1,0,0.55,"['Identifica incorrectamente el tumor como RE positivo cuando es RE negativo', 'No prescribe terapia anti-HER2 en un tumor HER2+', 'No reconoce el subtipo HER2+ puro que requiere tratamiento específico']",['RE positivo - el caso establece claramente RE negativo']
v2b,1,simple,minimax,MiniMax-M1-80K + RAG,success,5,3,3,2,3.3,"['No menciona la evaluación de respuesta patológica completa (pCR) como factor crítico para decisiones posteriores', 'Omite T-DM1 adyuvante si no se logra pCR', 'No especifica que la duración total de anti-HER2 debe ser 1 año incluyendo neoadyuvancia']","['Menciona seguimiento con PET/CT según indicación clínica, lo cual no es estándar en el seguimiento rutinario de cáncer de mama']"
v2b,1,simple,sonnet,Sonnet 4 + RAG,success,4,2,2,3,2.7,"[""Describe inicialmente el tumor como 'triple negativo' cuando es HER2 positivo"", ""Sugiere esquema 'AC-THP' que no es estándar (antraciclinas no se combinan con trastuzumab por cardiotoxicidad)"", 'No menciona T-DM1 para casos sin pCR, que es estándar de cuidado actual']","['Menciona tasa de pCR de 50-60% sin citar fuente específica de las guías proporcionadas', ""Sugiere 'AC-THP' como esquema que no existe en la práctica estándar""]"
v2b,2,complejo,llama8b_rag,llama8b base + RAG,success,3,0,1,0,1.0,"['Clasificación incorrecta de avelumab y atezolizumab como TKIs cuando son anticuerpos anti-PD-L1', 'Recomendación de combinaciones no aprobadas (anti-PD-L1 + TKIs) para cáncer de mama triple negativo', 'No recomienda el tratamiento estándar de primera línea: pembrolizumab + quimioterapia', 'Omisión del manejo de metástasis óseas sintomáticas']","['Combinación de avelumab/atezolizumab con pazopanib/axitinib para cáncer de mama triple negativo', 'Cita incorrecta de guías NCCN 2024 y ESMO 2022 recomendando TKIs', ""Referencia a 'evidencia nivel 1A' para combinaciones no existentes""]"
v2b,2,complejo,llama8b_ft,llama8b-onco (fine-tuned),success,3,1,1,1,1.5,"['Recomendar inhibidor de EGFR en cáncer de mama triple negativo', 'No especificar que el ICI debe combinarse con quimioterapia', 'No identificar que PD-L1 CPS 15 califica para pembrolizumab según KEYNOTE-355']","['Inhibidor de EGFR como opción en TNBC metastásico', ""Clasificación 'ICI negativo' sin sentido clínico""]"
v2b,2,complejo,gptoss_rag,gpt-oss-20b base + RAG,success,0,0,0,0,0.0,"['Ausencia total de respuesta clínica', 'No identificación de enfermedad metastásica', 'No reconocimiento de PD-L1 positivo que cambia el tratamiento']",[]
v2b,2,complejo,gptoss_ft,gpt-oss-20b-onco (fine-tuned),success,3,2,1,2,2.0,"['Esquema de quimioterapia impreciso (carboplatino-paclitaxel no es el esquema estándar de KEYNOTE-355)', 'No menciona el criterio CPS ≥10 para indicar pembrolizumab']","['Nivel de evidencia 1A de NCCN no verificable en las referencias proporcionadas', 'Sugiere evaluar TMB sin justificación clara en este contexto']"
